데이터서비스별(1),2016,2016,2016,2016,2016,2017,2017,2017,2017,2017
데이터서비스별(1),응답기업수 (개),대기업 (%),중소기업 (%),정부/공공 (%),개인 (%),응답기업수 (개),대기업 (%),중소기업 (%),정부/공공 (%),개인 (%)
전체,76,50.7,22.3,17.4,9.6,74,23.9,35.6,17.1,23.4
데이터 거래,32,55.2,23,13.6,8.3,23,20.8,53.2,16.2,9.8
정보 제공,46,45.1,22.4,21.1,11.5,49,26.4,24.7,18.2,30.7
데이터 분석 제공,5,74,18,8,0,2,0,100,0,0
