투입인원별(1),투입인원별(2),2016,2017
DB수 (개),소계,486,330
합계 (명),평균,5.7,8.3
합계 (명),합계,2759,1003
초급 (명),평균,0.6,0.8
초급 (명),합계,258,92
중급 (명),평균,2.5,3.7
중급 (명),합계,1090,446
고급 (명),평균,2.8,3.6
고급 (명),합계,1194,435
특급 (명),평균,0.5,0.2
특급 (명),합계,217,30
