개발시기별(1),2016,2017
DB수 (개),486,330
1999년도 이전 (%),21.6,14.2
2000~2004년 (%),33.8,19.1
2005~2009년 (%),28.6,19.1
2010~2014년 (%),11.6,20.6
2015~2017년 (%),1.8,6.7
구매/임대 (%),0.6,-
모름 (%),2,20.3
