데이터형식별(1),2018,2018,2019,2019,2020,2020,2021,2021,2022,2022
데이터형식별(1),응답기업수 (개),비중 (%),응답기업수 (개),비중 (%),응답기업수 (개),비중 (%),응답기업수 (개),비중 (%),응답기업수 (개),비중 (%)
전체,254,-,199,-,298,-,373,-,2614,-
텍스트,187,73.6,78,39.2,120,40.3,235,63,1804,69
이미지,116,45.7,44,22.1,129,43.3,151,40.5,851,32.6
수치데이터,73,28.7,110,55.3,141,47.3,190,50.9,996,38.1
정형데이터,46,18.1,88,44.2,130,43.6,239,64.1,1097,41.9
비정형데이터,38,15,41,20.6,63,21.1,106,28.4,464,17.8
기타,27,10.6,3,1.5,0,0,0,0,0,0
