데이터형태별(1),2018,2018,2019,2019,2020,2020,2021,2021,2022,2022
데이터형태별(1),응답기업수 (개),비중 (%),응답기업수 (개),비중 (%),응답기업수 (개),비중 (%),응답기업수 (개),비중 (%),응답기업수 (개),비중 (%)
전체,254,-,199,-,298,-,373,-,2614,-
가공되지 않은 rawdata,80,31.5,52,26.1,83,27.9,223,59.8,433,16.6
전처리 과정을 거친 데이터,97,38.2,91,45.7,113,37.9,189,50.7,1008,38.6
서비스 가능한 DB형태 데이터,177,69.7,164,82.4,239,80.2,216,57.9,2168,82.9
기타,3,1.2,1,0.5,0,0,0,0,0,0
