데이터서비스별(1),2016,2016,2016,2016,2016,2017,2017,2017,2017,2017
데이터서비스별(1),응답기업수 (개),데이터 판매 (%),데이터 구매 (%),데이터 판매 및 구매 (%),경험 없음 (%),응답기업수 (개),데이터 판매 (%),데이터 구매 (%),데이터 판매 및 구매 (%),경험 없음 (%)
전체,459,20,4.6,8.8,66.6,382,18.1,1.8,8.9,71.2
데이터 거래,56,83.9,0,16.1,0,53,73.6,1.9,24.5,0
정보 제공,396,11.4,4.8,7.3,76.5,306,9.8,1.3,6.2,82.7
데이터 분석 제공,18,11.1,11.1,22.2,55.6,23,0,8.7,8.7,82.6
